,MODEL_NAME,DT_MEASURE,dt_workday,rod_dia1_diam,rod_dia1_cirlty,rod_dia1_perp,rod_dia1_cylcty,rod_dia2_y,rod_dia2_x,rod_dia2_diam,rod_dia2_dist,rod_bhpl_y,rod_bhpl_z,rod_bhpl_diam,rod_bhpr_z,rod_bhpr_diam,rod_bhpr_y,rod_bhpr_dist,rod_lr_symm,rod_cap_hl,rod_cap_hr,rod_phpl_y1,rod_phpl_z1,rod_phpl_y2,rod_phpl_z2,rod_phpl_diam,rod_phpr_y1,rod_phpr_z1,rod_phpr_y2,rod_phpr_z2,rod_phpr_diam,cap_dia2_y,cap_dia2_z,cap_dia2_x,cap_dia2_diam,cap_bhpr_y,cap_bhpr_z,cap_bhpr_diam,cap_bhpr_perp,cap_bhpl_z,cap_bhpl_y,cap_bhpl_diam,cap_bhpl_perp,cap_lr_symm,cap_phpr_y1,cap_phpr_z1,cap_phpr_y2,cap_phpr_z2,cap_phpr_diam,cap_phpl_y1,cap_phpl_z1,cap_phpl_y2,cap_phpl_z2,cap_phpl_diam,cap_rod_hl,cap_rod_hr,test_result
77,263,2022-05-10 02:13:00,2022-05-10 00:00:00,47.0111,0.0075,0.0008,0.0089,59.5999,200.9148,74.3206,231.9964,12.6212,-20.2645,12.6057,-20.2619,12.5834,94.0012,0.0,0.0219,199.0276,199.0894,12.6304,-33.3696,0.0092,13.1051,5.9924,93.995,26.0234,0.0029,12.9157,5.991,-59.6068,0,34.0059,74.3142,-12.6303,-20.4207,14.5156,0.0,-20.4238,94.0012,14.5156,0.0,0.0241,-12.6122,-33.4127,0.0181,12.992,5.9902,94.0295,25.9818,0.0102,12.9928,5.9897,35.9322,35.9373,NG
78,263,2022-05-10 10:09:00,2022-05-10 00:00:00,47.0163,0.0021,0.0027,0.0037,59.5334,200.8094,74.3583,231.8747,12.6634,-20.3998,12.6201,-20.4306,12.6339,93.9588,0.0,0.1094,198.9951,198.98,12.6363,-33.3456,0.0271,12.9458,5.9963,94.0101,26.0052,0.0242,13.0902,5.997,-59.5889,0,34.0515,74.3136,-12.5713,-20.4944,14.4935,0.0,-20.4473,93.9877,14.5038,0.0,0.0238,-12.5655,-33.4248,0.0057,12.9304,5.9873,94.0204,25.9867,0.0269,13.0092,5.9892,35.9626,35.9377,NG
79,263,2022-05-10 10:24:00,2022-05-10 00:00:00,47.017,0.0016,0.003,0.0018,59.5738,200.8387,74.3473,231.9086,12.642,-20.3133,12.5988,-20.3536,12.5727,93.9783,0.0,0.0573,198.9854,199.0143,12.6166,-33.3804,0.0254,13.0671,5.9968,94.0167,26.016,0.013,12.9892,5.9968,-59.6139,0,34.025,74.3239,-12.6151,-20.3945,14.5013,0.0,-20.3632,93.9581,14.5031,0.0,0.0198,-12.5918,-33.3694,0.0233,12.9749,5.9971,94.0228,26.0043,0.0414,12.9981,5.9956,35.9345,35.9115,OK
80,263,2022-05-10 10:56:00,2022-05-10 00:00:00,47.0158,0.0022,0.0082,0.0026,59.5396,200.7808,74.3169,231.8417,12.6643,-20.2478,12.6089,-20.3475,12.5835,93.9918,0.0,0.1206,199.0069,199.0538,12.6116,-33.376,0.0527,13.1282,5.996,94.0166,25.9999,0.0279,12.9715,5.9936,-59.6066,0,33.9846,74.3124,-12.6275,-20.3999,14.5031,0.0,-20.4152,94.0039,14.5017,0.0,0.0229,-12.6014,-33.4116,0.0261,13.0117,5.9965,94.016,25.9806,0.014,12.9842,5.9952,35.9039,35.9095,NG
81,263,2022-05-10 10:59:00,2022-05-10 00:00:00,47.0164,0.0023,0.0067,0.0023,59.5691,200.9075,74.3384,231.988,12.5886,-20.2378,12.6028,-20.2706,12.5721,94.0372,0.0,0.038,198.9607,198.9833,12.6191,-33.3304,0.0305,13.0926,5.9937,94.0132,25.9988,0.0065,12.9391,5.9949,-59.6013,0,34.0502,74.3261,-12.6231,-20.3581,14.5019,0.0,-20.4052,93.9924,14.5026,0.0,0.018,-12.6119,-33.3696,0.0112,13.0115,5.9953,94.01,25.965,0.0065,13.0006,5.9953,35.9103,35.9142,NG
82,263,2022-05-10 11:14:00,2022-05-10 00:00:00,47.0185,0.0027,0.0013,0.0036,59.5695,200.7789,74.3316,231.8395,12.65,-20.279,12.6074,-20.3566,12.5862,94.0022,0.0,0.0816,199.0262,199.1009,12.6101,-33.3825,0.04,13.1035,5.9977,94.0051,26.0004,0.0371,12.9745,5.9812,-59.5994,0,33.902,74.3117,-12.6327,-20.4367,14.4732,0.0,-20.4389,93.9625,14.472,0.0,0.0146,-12.6022,-33.4341,0.0305,12.9974,5.9647,94.0082,25.9933,0.0151,12.9981,5.9706,35.8359,35.887,NG
83,263,2022-05-10 11:20:00,2022-05-10 00:00:00,47.0169,0.0061,0.0101,0.0061,59.5852,200.9525,74.3362,232.04,12.6214,-20.2465,12.5998,-20.2499,12.585,93.9941,0.0,0.0333,198.9372,198.9408,12.619,-33.3472,0.0024,13.1007,5.9725,94.0143,26.008,0.0179,12.9106,5.9746,-59.5834,0,34.0152,74.3143,-12.6259,-20.4165,14.4899,0.0,-20.3938,94.0205,14.4924,0.0,0.0528,-12.6125,-33.3898,0.0134,12.9733,5.9867,94.0108,25.9855,0.0231,12.9895,5.9858,35.9026,35.9038,NG
84,263,2022-05-10 11:25:00,2022-05-10 00:00:00,47.0206,0.0047,0.0037,0.0052,59.57,200.8343,74.3394,231.9035,12.6632,-20.3934,12.605,-20.4247,12.6222,93.9444,0.0,0.0654,199.097,199.1292,12.6355,-33.3497,0.0277,12.9563,5.9901,94.008,25.9937,0.0359,13.0687,5.9902,-59.5878,0,33.9933,74.307,-12.6004,-20.3544,14.4913,0.0,-20.3573,93.9725,14.4904,0.0,0.0012,-12.5891,-33.3789,0.0112,13.0245,5.9877,94.0181,25.9991,0.0344,12.9775,5.9869,35.9227,35.8975,NG
85,263,2022-05-10 11:33:00,2022-05-10 00:00:00,47.0208,0.0052,0.0073,0.0061,59.5329,200.8097,74.334,231.8751,12.5427,-20.3193,12.603,-20.3363,12.5779,93.9908,0.0,0.0052,199.013,199.0063,12.6126,-33.3742,0.0699,13.0549,5.9883,94.0165,26.0088,0.0957,12.9709,5.9898,-59.5745,0,33.9974,74.3124,-12.5715,-20.4837,14.4927,0.0,-20.3799,93.9939,14.4904,0.0,0.006,-12.5697,-33.4309,0.0018,12.9473,5.9835,94.0359,26.002,0.0403,12.951,5.9854,35.9409,35.9156,NG
86,263,2022-05-10 21:18:00,2022-05-10 00:00:00,47.0182,0.007,0.0028,0.01,59.5867,200.7697,74.3626,231.8289,12.6794,-20.3038,12.5963,-20.3432,12.5715,94.0059,0.0,0.0957,199.0268,199.1157,12.6435,-33.3709,0.0358,13.0671,5.9913,94.0217,26.0182,0.02,12.9905,5.9917,-59.6267,0,33.9117,74.3436,-12.634,-20.4225,14.5304,0.0,-20.4329,94.0092,14.5404,0.0,0.012,-12.6256,-33.4307,0.0084,13.0082,5.9977,94.021,25.997,0.0033,12.9992,5.9907,35.8991,35.9098,NG
87,263,2022-05-10 21:22:00,2022-05-10 00:00:00,47.0073,0.0262,0.0018,0.0262,59.5753,200.8881,74.36,231.9656,12.6188,-20.3012,12.588,-20.2563,12.5638,93.9975,0.0,0.0422,198.9721,199.0043,12.6451,-33.3863,0.0263,13.0851,5.9952,94.0092,26.0469,0.038,12.9169,5.9961,-59.6086,0,34.0101,74.3485,-12.6571,-20.4674,14.536,0.0,-20.4148,94.0041,14.5333,0.0,0.0505,-12.6461,-33.4544,0.0109,12.987,5.9946,94.0043,26.0392,0.0108,12.9995,5.9944,35.9303,35.9312,NG
88,263,2022-05-10 21:36:00,2022-05-10 00:00:00,47.0147,0.0122,0.0039,0.0129,59.5828,200.8071,74.3656,231.8721,12.6661,-20.3501,12.5986,-20.3972,12.6024,93.9655,0.0,0.066,199.1513,199.2039,12.6624,-33.3309,0.0037,12.9808,5.9965,94.0205,25.9997,0.0513,13.0659,5.9994,-59.6066,0,33.9766,74.32,-12.6028,-20.4098,14.4991,0.0,-20.4128,94.0137,14.4978,0.0,0.003,-12.5888,-33.4023,0.014,12.9925,5.9601,94.0254,25.9376,0.0022,12.9481,5.9937,35.9716,35.9376,NG
89,263,2022-05-10 21:48:00,2022-05-10 00:00:00,47.0179,0.0125,0.007,0.0124,59.6137,200.8513,74.3603,231.9231,12.645,-20.3112,12.5924,-20.3533,12.5698,93.9941,0.0,0.0283,199.014,199.0558,12.6375,-33.3694,0.0074,13.0583,5.9686,94.0267,26.005,0.0252,12.9889,5.9667,-59.6226,0,33.9741,74.3033,-12.6273,-20.3873,14.4954,0.0,-20.3732,93.9984,14.5005,0.0,0.0039,-12.6115,-33.3727,0.0157,12.9854,5.9628,94.017,25.9935,0.0029,12.994,5.9683,35.9514,35.9153,NG
90,263,2022-05-11 01:08:00,2022-05-11 00:00:00,47.0222,0.008,0.0084,0.0081,59.596,200.9212,74.3368,232.0038,12.6205,-20.2694,12.5814,-18.9425,11.1922,94.0602,0.0,0.0545,198.9889,199.0085,12.6281,-33.3143,0.0077,13.0449,5.9573,94.0243,26.0086,0.0282,11.6368,5.9629,-59.5921,0,33.9845,74.2768,-12.6165,-20.4071,14.5283,0.0,-20.3643,94.0205,14.5286,0.0,0.0347,-12.6239,-33.4072,0.0074,13.0001,5.9669,94.0069,26.025,0.0061,12.9821,5.9609,35.9292,35.9307,NG
91,263,2022-05-11 01:12:00,2022-05-11 00:00:00,47.0218,0.0052,0.0101,0.0052,59.6223,200.8373,74.3274,231.9069,12.6635,-20.3067,12.5894,-20.3242,12.5656,93.9914,0.0,0.0369,199.0192,199.0768,12.6703,-33.7197,0.0068,13.413,5.5872,93.9901,26.3845,0.0054,12.9891,5.964,-59.6088,0,33.9624,74.2648,-12.6038,-20.3777,14.5171,0.0,-20.3411,94.0239,14.5298,0.0,0.007,-12.6026,-33.3574,0.0012,12.9797,5.9604,94.0246,25.9895,0.0005,12.9732,5.952,35.9528,35.9236,NG
92,263,2022-05-11 01:16:00,2022-05-11 00:00:00,47.0194,0.0166,0.0041,0.0167,59.5831,200.771,74.3356,231.8304,12.6624,-20.3134,12.5913,-20.3505,12.5659,94.0278,0.0,0.0932,199.0424,199.129,12.6297,-33.3595,0.0327,13.0461,5.9581,94.0205,26.017,0.04,13.0081,5.9636,-59.5997,0,33.9091,74.2944,-12.6133,-20.4263,14.5527,0.0,-20.4291,94.0122,14.5504,0.0,0.0196,-12.6087,-33.426,0.0045,12.9998,5.9879,94.0153,26.0068,0.0015,13.0099,5.9665,35.9218,35.9289,NG
93,263,2022-05-11 01:27:00,2022-05-11 00:00:00,47.0248,0.0077,0.0015,0.0084,59.5746,200.8064,74.3329,231.8712,12.6608,-20.374,12.592,-20.4418,12.5975,93.9796,0.0,0.076,199.0807,199.1094,12.6571,-33.3547,0.0037,12.9807,5.9874,94.0179,26.0067,0.0346,13.0938,5.9869,-59.6095,0,33.9721,74.2908,-12.6444,-20.4543,14.5478,0.0,-20.439,93.9749,14.5391,0.0,0.0223,-12.6135,-33.4383,0.0309,12.984,5.9792,94.0131,25.9904,0.0073,12.9912,5.9825,35.9754,35.9553,NG
94,263,2022-05-11 09:38:00,2022-05-11 00:00:00,46.9925,0.0018,0.0066,0.0038,59.5809,200.8317,74.329,231.9005,12.6582,-20.2232,12.627,-20.3033,12.6018,94.0188,0.0,0.0867,199.0456,199.1152,12.6128,-33.3981,0.0453,13.1749,5.9993,93.9932,26.0029,0.071,12.9081,5.9999,-59.5999,0,33.9808,74.3028,-12.6313,-20.4469,14.5402,0.0,-20.4454,93.971,14.5438,0.0,0.0169,-12.5807,-33.4099,0.0506,12.963,6.0009,94.0208,25.9828,0.0009,13.0183,5.9984,35.939,35.9351,NG
95,263,2022-05-11 10:17:00,2022-05-11 00:00:00,47.0181,0.002,0.0039,0.0047,59.6124,200.8395,74.3295,231.9095,12.5204,-20.2371,12.6235,-20.2927,12.6058,94.0002,0.0,0.0919,199.0342,199.0985,12.618,-33.3317,0.0976,13.0947,5.999,94.0024,26.0063,0.0998,12.9672,5.999,-59.605,0,33.9735,74.3104,-12.6322,-20.3857,14.5361,0.0,-20.3818,93.9914,14.5364,0.0,0.0229,-12.6054,-33.394,0.0268,13.0083,5.9978,94.0298,25.9909,0.0116,12.9787,5.9996,35.937,35.9379,NG
96,263,2022-05-11 10:51:00,2022-05-11 00:00:00,47.0199,0.0053,0.0036,0.0066,59.5912,200.7825,74.3325,231.8436,12.5695,-20.2132,12.6238,-20.2921,12.6013,93.992,0.0,0.0258,199.0968,199.1526,12.6426,-33.3478,0.0731,13.1346,5.9992,93.9984,26.0038,0.0795,12.9481,5.9986,-59.6104,0,33.947,74.3068,-12.6111,-20.4602,14.5421,0.0,-20.471,93.9827,14.5415,0.0,0.0079,-12.5672,-33.4239,0.0438,12.9637,5.993,94.022,25.9914,0.0045,13.0385,5.998,35.9864,35.9579,NG
97,263,2022-05-11 11:25:00,2022-05-11 00:00:00,47.0184,0.0033,0.0057,0.0037,59.5946,200.9599,74.3279,232.0485,12.4821,-20.2097,12.622,-20.2254,12.6059,93.9997,0.0,0.1126,199.0326,199.0564,12.6192,-33.3954,0.1371,13.1857,6.001,93.9947,26.0105,0.1321,12.8406,5.9933,-59.5928,0,34.0334,74.3097,-12.6147,-20.3782,14.5353,0.0,-20.3879,93.9986,14.5342,0.0,0.0212,-12.5839,-33.3828,0.0307,13.0046,5.9937,94.0184,25.9925,0.011,12.9976,5.9966,35.9621,35.9297,NG
98,263,2022-05-11 13:14:00,2022-05-11 00:00:00,47.01,0.0213,0.0054,0.0213,59.5555,200.7903,74.3143,231.8527,12.5999,-20.247,12.6193,-20.3008,12.585,94.0185,0.0,0.0537,199.0218,199.0798,12.6129,-33.393,0.013,13.146,5.9841,94.0215,26.0293,0.016,12.9371,5.982,-59.5911,0,33.9686,74.2882,-12.6124,-20.4292,14.5012,0.0,-20.4174,93.9882,14.501,0.0,0.0154,-12.6158,-33.4298,0.0035,13.0006,5.9884,94.0085,25.9793,0.0237,12.9669,5.9821,35.911,35.9152,NG
99,263,2022-05-11 13:19:00,2022-05-11 00:00:00,47.0094,0.0169,0.0045,0.0169,59.5915,200.8379,74.3174,231.9076,12.5371,-20.2936,12.6218,-20.3261,12.5982,93.9529,0.0,0.078,198.9938,199.0384,12.6255,-33.3292,0.0884,13.0356,5.9837,94.0156,26.0042,0.1511,13.001,5.983,-59.5977,0,33.9803,74.3007,-12.6156,-20.4169,14.4984,0.0,-20.3919,93.9946,14.4976,0.0,0.0152,-12.5967,-33.3959,0.0189,12.979,5.9857,94.044,25.9908,0.0304,12.9869,5.9821,35.9191,35.9184,NG
100,263,2022-05-11 13:36:00,2022-05-11 00:00:00,47.017,0.0019,0.0024,0.0044,59.548,200.8081,74.3078,231.8732,12.631,-20.2888,12.6233,-20.3435,12.5807,93.9687,0.0,0.0673,199.047,199.1023,12.6112,-33.4016,0.0198,13.1128,5.9952,94.0176,25.9913,0.0292,12.9331,5.9984,-59.5799,0,33.9943,74.3029,-12.6135,-20.4174,14.4875,0.0,-20.4001,93.9802,14.5047,0.0,0.0237,-12.6014,-33.4099,0.0121,12.9925,5.9735,94.0142,25.9792,0.022,12.9694,5.9847,35.9246,35.9124,NG
101,263,2022-05-11 14:09:00,2022-05-11 00:00:00,47.0175,0.0018,0.0021,0.0025,59.6041,200.811,74.2926,231.8766,12.5546,-20.2341,12.6139,-20.3045,12.5916,93.9762,0.0,0.0613,199.0156,199.0882,12.6322,-33.3067,0.0775,13.0727,5.9735,94.0164,25.9984,0.1177,12.9961,5.9712,-59.5919,0,33.9867,74.3038,-12.6177,-20.3814,14.4842,0.0,-20.3719,93.9755,14.4845,0.0,0.0136,-12.5989,-33.3695,0.0188,12.9881,5.9727,94.0323,25.9768,0.038,12.9792,5.9713,35.93,35.9367,NG
102,263,2022-05-11 15:34:00,2022-05-11 00:00:00,47.0173,0.0047,0.0068,0.0058,59.5677,200.7688,74.3269,231.8278,12.571,-20.2983,12.6213,-20.3064,12.6037,93.9651,0.0,0.0141,199.0629,199.1004,12.6423,-33.3209,0.0713,13.0225,5.9709,94.0103,25.9938,0.1165,12.9793,5.9739,-59.5908,0,33.948,74.2952,-12.5603,-20.4219,14.4924,0.0,-20.3971,94.0202,14.4914,0.0,0.0204,-12.5759,-33.4272,0.0156,13.0053,5.9876,94.0097,26.0089,0.0051,12.9788,5.9822,35.9921,35.9387,NG
103,263,2022-05-11 15:45:00,2022-05-11 00:00:00,47.0193,0.0036,0.0087,0.0043,59.5813,200.9157,74.3303,231.9975,12.5698,-20.2202,12.6297,-20.1742,12.6042,93.9233,0.0,0.0498,199.0193,199.0274,12.6166,-33.378,0.0468,13.1578,5.9906,94.023,26.0175,0.1465,12.8137,5.9922,-59.5878,0,34.0351,74.3079,-12.5991,-20.4002,14.5073,0.0,-20.375,93.9989,14.5069,0.0,0.0107,-12.5878,-33.3859,0.0113,12.9857,5.9961,94.0308,25.9881,0.0206,12.9772,6.0036,35.9419,35.9199,NG
104,263,2022-05-11 23:26:00,2022-05-11 00:00:00,47.012,0.0148,0.0061,0.0148,59.6123,200.8578,74.3369,231.9306,12.5247,-20.2568,12.6192,-20.286,12.5959,93.9793,0.0,0.0979,199.0021,199.0535,12.625,-33.3319,0.1003,13.075,5.9987,94.029,26.0041,0.1499,12.9582,5.9981,-59.5893,0,33.9579,74.2437,-12.6399,-20.3698,14.4923,0.0,-20.4066,93.9782,14.4918,0.0,0.0397,-12.6182,-33.386,0.0217,13.0162,6.0006,93.9987,25.9804,0.0012,13.0011,5.9977,35.9238,35.926,NG
105,263,2022-05-11 23:34:00,2022-05-11 00:00:00,47.0174,0.0091,0.0005,0.0091,59.5906,200.7509,74.2487,231.8072,12.5823,-20.2675,12.6206,-20.3095,12.5933,93.9242,0.0,0.0462,199.0578,199.1154,12.6599,-33.3525,0.0775,13.085,6.0005,94.0023,26.008,0.1556,12.9649,5.9987,-59.5897,0,33.8972,74.2273,-12.6028,-20.476,14.4914,0.0,-20.4268,94.0178,14.4998,0.0,0.022,-12.5902,-33.4595,0.0126,12.9835,5.998,94.0182,26.0184,0.0121,12.9858,5.9994,35.9749,35.9409,NG
106,263,2022-05-11 23:38:00,2022-05-11 00:00:00,47.0176,0.0063,0.0035,0.0063,59.5967,200.7837,74.272,231.845,12.6191,-20.2465,12.6222,-20.2678,12.5943,94.0406,0.0,0.0426,199.0084,199.0918,12.6224,-33.3931,0.0034,13.1466,5.997,94.0341,26.0206,0.0031,12.8952,5.9976,-59.5718,0,33.9374,74.2235,-12.5954,-20.4333,14.4881,0.0,-20.4315,94.0189,14.49,0.0,0.033,-12.5921,-33.4322,0.0033,12.9989,5.9987,94.0075,25.9965,0.0147,12.9958,5.9978,35.9185,35.9211,NG
107,263,2022-05-11 23:43:00,2022-05-11 00:00:00,47.0133,0.0135,0.0004,0.015,59.5971,200.7567,74.2575,231.8139,12.5701,-20.2935,12.6167,-20.3317,12.6006,93.9791,0.0,0.0374,199.0367,199.1133,12.622,-33.3853,0.0519,13.0917,5.9961,94.0334,26.0018,0.1062,12.9481,5.9946,-59.5716,0,33.8838,74.2099,-12.5871,-20.3869,14.4774,0.0,-20.3902,94.0338,14.4901,0.0,0.0324,-12.6094,-33.3651,0.0223,12.9782,5.9507,93.9929,25.9867,0.0187,13.0118,5.9905,35.9546,35.9238,NG
108,263,2022-05-12 01:13:00,2022-05-12 00:00:00,47.0141,0.0106,0.0046,0.0106,59.5883,200.7903,74.2554,231.8527,12.6077,-20.2765,12.6247,-20.2335,12.5798,94.0495,0.0,0.0441,199.018,199.0592,12.6481,-33.3082,0.0404,13.0316,5.9589,94.0286,26.0016,0.0196,12.9269,5.9651,-59.572,0,33.9608,74.2222,-12.553,-20.4125,14.48,0.0,-20.4035,94.0262,14.4814,0.0,0.0059,-12.5536,-33.428,0.0006,13.0154,5.9937,94.0229,25.9954,0.0027,12.9709,5.9875,35.9634,35.9337,NG
109,263,2022-05-12 01:32:00,2022-05-12 00:00:00,47.0145,0.0057,0.0011,0.0062,59.604,200.9435,74.2658,232.0296,12.5209,-20.2148,12.6149,-20.2083,12.5986,93.9993,0.0,0.0834,198.9634,198.9849,12.6277,-33.3449,0.1067,13.1301,5.9972,94.0039,26.0064,0.1113,12.8698,5.9945,-59.5826,0,33.9734,74.2265,-12.6522,-20.3926,14.4892,0.0,-20.4276,93.9666,14.4849,0.0,0.053,-12.6076,-33.393,0.0446,13.0004,5.9941,94.0387,25.9888,0.0275,13.0233,5.9924,35.9129,35.9198,NG
110,263,2022-05-12 01:40:00,2022-05-12 00:00:00,47.0097,0.0102,0.0075,0.0118,59.587,200.7506,74.2748,231.8069,12.5704,-20.2645,12.6112,-20.3205,12.5981,93.9623,0.0,0.0355,199.0144,199.0978,12.6185,-33.3958,0.0482,13.1313,5.9955,94.0055,26.0201,0.0914,12.9448,5.9967,-59.5879,0,33.9026,74.2287,-12.6038,-20.4236,14.491,0.0,-20.4615,93.9952,14.4935,0.0,0.0136,-12.598,-33.4147,0.0058,12.9911,5.9964,94.0153,25.984,0.0142,13.0309,5.9973,35.9319,35.91,NG
111,263,2022-05-12 01:48:00,2022-05-12 00:00:00,47.0063,0.0099,0.001,0.011,59.6148,200.8158,74.2603,231.8821,12.5135,-20.2592,12.6162,-20.2798,12.5948,93.9718,0.0,0.1154,199.0165,199.0678,12.6102,-33.3921,0.0967,13.1329,5.997,94.0362,26.0091,0.1611,12.8968,5.9974,-59.5483,0,33.828,73.9761,-12.6095,-20.3702,14.4846,0.0,-20.3767,93.9961,14.4877,0.0,0.0593,-12.6188,-33.383,0.0093,13.0128,5.9998,93.9942,26.0003,0.0073,12.9939,5.9992,35.9406,35.9125,NG
112,263,2022-05-12 09:26:00,2022-05-12 00:00:00,47.0222,0.0028,0.0007,0.0036,59.5761,200.7759,74.3165,231.8361,12.6215,-20.245,12.6144,-20.3109,12.5852,94.0645,0.0,0.0776,199.0247,199.0572,12.6419,-33.3451,0.0204,13.1001,5.9948,94.0139,25.9906,0.0302,12.9564,6.0021,-59.5865,0,34.0224,74.2913,-12.5815,-20.427,14.525,0.0,-20.4052,93.9969,14.5352,0.0,0.0065,-12.5803,-33.428,0.0013,13.001,5.993,94.0131,26.0083,0.0149,12.9855,6.0009,35.9839,35.9417,NG
113,263,2022-05-12 10:35:00,2022-05-12 00:00:00,47.0195,0.0018,0.0051,0.0025,59.6047,200.838,74.3162,231.9078,12.501,-20.2382,12.6106,-20.2654,12.5981,94.0454,0.0,0.0811,199.0182,199.0738,12.617,-33.3778,0.116,13.1396,5.995,94.011,25.9971,0.0816,12.8847,5.9949,-59.6039,0,34.0149,74.2974,-12.6061,-20.3628,14.5255,0.0,-20.3747,94.0117,14.5265,0.0,0.0081,-12.5829,-33.3691,0.0232,13.0063,5.9946,94.0279,25.9846,0.007,12.9902,5.9959,35.9451,35.9145,NG
114,263,2022-05-12 11:06:00,2022-05-12 00:00:00,47.0225,0.0024,0.0058,0.0033,59.5774,200.7817,74.3153,231.8427,12.5701,-20.2217,12.6222,-20.3226,12.5998,93.9578,0.0,0.0284,198.9963,199.0725,12.6108,-33.3907,0.0407,13.169,5.991,94.0127,26.0167,0.0956,12.9486,5.9919,-59.5905,0,33.9243,74.2892,-12.6,-20.4375,14.5227,0.0,-20.4281,94.0103,14.5248,0.0,0.0147,-12.5917,-33.4027,0.0083,12.9652,5.9951,94.0234,25.9818,0.0047,13.0072,5.9933,35.9124,35.9188,NG
115,263,2022-05-12 11:44:00,2022-05-12 00:00:00,47.0205,0.0024,0.0046,0.0033,59.5849,200.9088,74.3086,231.9895,12.4908,-20.2077,12.6171,-20.176,12.5883,94.032,0.0,0.078,198.9742,199.0001,12.6211,-33.3332,0.1303,13.1256,5.9967,94.0104,26.0066,0.1087,12.8494,5.9982,-59.5892,0,34.0203,74.3003,-12.5955,-20.3949,14.5276,0.0,-20.3992,94.0402,14.532,0.0,0.0264,-12.5994,-33.3822,0.0038,12.9873,6.0003,94.028,25.9801,0.0084,12.9971,5.9947,35.913,35.9245,NG
116,263,2022-05-12 13:29:00,2022-05-12 00:00:00,47.0127,0.0088,0.0031,0.009,59.5517,200.7818,74.3069,231.8428,12.5834,-20.2389,12.6284,-20.282,12.5993,93.936,0.0,0.0003,199.0521,199.1315,12.6077,-33.3961,0.0243,13.1572,5.9997,94.0127,26.0219,0.1011,12.9078,5.9991,-59.5993,0,33.9061,74.2807,-12.5993,-20.414,14.5201,0.0,-20.397,93.9996,14.5298,0.0,0.0002,-12.5879,-33.3977,0.0114,12.9837,5.9911,94.0195,25.9874,0.0085,12.9867,5.9995,35.8917,35.9074,NG
117,263,2022-05-12 14:06:00,2022-05-12 00:00:00,47.0174,0.0035,0.0263,0.0423,59.5461,200.8784,74.289,231.9544,12.5129,-20.211,12.6234,-20.191,12.6015,93.938,0.0,0.0643,198.9529,198.9667,12.6098,-33.3128,0.0969,13.1018,5.9884,94.0239,25.9938,0.1829,12.872,5.9954,-59.5736,0,34.0229,74.3069,-12.5907,-20.4,14.5239,0.0,-20.3924,94.0172,14.5209,0.0,0.0257,-12.593,-33.3983,0.0023,12.9983,5.9992,94.0215,26.0133,0.0066,13.0075,5.9877,35.9056,35.9158,NG
118,263,2022-05-12 14:29:00,2022-05-12 00:00:00,47.0169,0.0031,0.0007,0.0031,59.5542,200.797,74.3065,231.8604,12.6588,-20.2346,12.6244,-20.321,12.5891,93.9744,0.0,0.0919,199.0362,199.0486,12.6355,-33.3493,0.0234,13.1147,5.9982,94.0176,26.0166,0.0198,12.9883,5.9982,-59.5744,0,33.9814,74.2772,-12.5656,-20.4332,14.5278,0.0,-20.4184,94.0115,14.5318,0.0,0.003,-12.5539,-33.4175,0.0117,12.9843,5.9829,94.0247,25.9817,0.0015,12.9826,6.0,35.9498,35.9236,NG
119,263,2022-05-12 15:32:00,2022-05-12 00:00:00,47.0148,0.0056,0.0049,0.0056,59.5926,200.8318,74.3047,231.9005,12.588,-20.2669,12.6408,-20.3157,12.5832,93.9551,0.0,0.027,199.001,199.0334,12.6261,-33.3555,0.0381,13.0886,5.9919,94.0129,26.0053,0.0958,12.9655,5.9909,-59.5821,0,33.9913,74.2787,-12.5625,-20.3893,14.5175,0.0,-20.3714,94.0123,14.5169,0.0,0.0135,-12.5667,-33.362,0.0043,12.9727,5.9873,94.0264,25.9894,0.0184,12.9988,5.9892,35.9321,35.9086,NG
120,263,2022-05-12 20:54:00,2022-05-12 00:00:00,47.0164,0.0017,0.0097,0.0279,59.5725,200.9093,74.3183,231.99,12.5568,-20.2239,12.5893,-20.1738,12.5689,94.0355,0.0,0.0021,198.971,198.9883,12.6323,-33.3922,0.0756,13.1682,5.9846,93.9914,26.0861,0.0314,12.8678,5.9879,-59.5973,0,34.0153,74.2956,-12.6273,-20.3939,14.5026,0.0,-20.3946,93.9913,14.5078,0.0,0.0257,-12.6095,-33.3897,0.0179,12.9957,5.9983,94.0191,25.9901,0.0099,12.995,6.0024,35.8927,35.9059,NG
121,263,2022-05-12 20:59:00,2022-05-12 00:00:00,47.0062,0.0302,0.0052,0.0302,59.5614,200.7872,74.3047,231.849,12.6353,-20.2215,12.5865,-20.2746,12.5657,94.0048,0.0,0.0763,198.9826,199.0595,12.6266,-33.3962,0.0087,13.1746,5.9982,94.0127,26.0323,0.0007,12.9108,5.9966,-59.6042,0,33.9093,74.2849,-12.6064,-20.4391,14.5053,0.0,-20.4364,93.9998,14.5041,0.0,0.0021,-12.6034,-33.432,0.003,12.9929,6.0004,94.0188,25.9976,0.016,13.002,5.9988,35.8928,35.9026,NG
